phrase,label,confidence,source
speckled stoneplate ring,0,0.973,darksouls3
near the first short cut atcathedral of the deepbehind the ravenous crystal lizard1 version ngundead settlementin the graveyard beside the white birch tree where the giant is shooting great arrows at youenemies nearby youll find a well hidden in a corner the ring is on a corpse behind the well,1,0.933,darksouls3
increasescurse resistanceby 150 points,0,0.947,darksouls3
increasesstrengthby 5 levels,0,0.973,darksouls3
increasesdexterityby 5 levels,0,0.948,darksouls3
increaseintelligenceby 5 levels,0,0.955,darksouls3
increasesfaithby 5 levels,0,0.969,darksouls3
sold by theshrine handmaidinuntended gravesdropped by theshrine handmaidinuntended graves even if youve already purchased it from her,1,0.918,darksouls3
covetous gold serpent ring,0,0.948,darksouls3
increasesitem discoveryby 50 points1 752 1003 125,0,0.963,darksouls3
covetous silver serpent ring,0,0.938,darksouls3
fallen foes yield 10 more souls1 202 303 35,1,0.989,darksouls3
allows attunement of additional spells 1 attunement slot,0,0.905,darksouls3
sold byirina of carimfor 300 souls,1,0.91,darksouls3
allows attunement of many additional spells 2 attunement slots,0,0.922,darksouls3
rank 1 covenant rewardblade of the darkmoon,1,0.99,darksouls3
young dragon ring,0,0.964,darksouls3
great swamp ring,0,0.972,darksouls3
ring of the suns first born,1,0.922,darksouls3
extends length of spell effects by 301 352 40,0,0.948,darksouls3
dusk crown ring,0,0.957,darksouls3
reduces spells consumption offpby 25 at the cost of 15 less maxhp,0,0.96,darksouls3
strengthens thrust weapon counter attacks by 15,0,0.943,darksouls3
increasespoiseby 4 points1 62 83 9,0,0.962,darksouls3
extends the range of arrows,0,0.979,darksouls3
dropped from thegiantatthe top of the tower in the undead settlement upon his death,1,0.984,darksouls3
ring of the evil eye,1,0.965,darksouls3
reduces skillfpconsumption by 25,0,0.975,darksouls3
acquired by talking tohawkwoodafter defeating theabyss watchers,0,0.936,darksouls3
reduced damage taken from backstabs by 30,0,0.947,darksouls3
sold byunbreakable patchesfor 500 soulsdropped byunbreakable patchesupon his death,1,0.978,darksouls3
wood grain ring,0,0.987,darksouls3
increases weapon durability by 201 302 40,0,0.954,darksouls3
loweringequip loadincreases attack power up to 15,0,0.934,darksouls3
magic clutch ring,0,0.99,darksouls3
fire clutch ring,0,0.989,darksouls3
lightning clutch ring,0,0.986,darksouls3
dark clutch ring,0,0.988,darksouls3
red tearstone ring,0,0.945,darksouls3
blue tearstone ring,0,0.979,darksouls3
increases absorptions by 20 pvp 15 whenhpis below 20,0,0.958,darksouls3
given bygreirat of the undead settlement,1,0.989,darksouls3
lloyds sword ring,0,0.981,darksouls3
on a corpse insidecathedral of the deep near the entrance on a ledge next to the giant who attacks you when running by,1,0.916,darksouls3
lloyds shield ring,0,0.981,darksouls3
increases absorptions by 20 whenhpis full 99,0,0.945,darksouls3
increasesdexby 3 levels and obscures the wearer while rolling,0,0.908,darksouls3
increases duration of invincibility while rolling and reduces absorptions by 30,0,0.961,darksouls3
pontiffs right eye,0,0.982,darksouls3
pontiffs left eye,0,0.979,darksouls3
restores 30hpafter a certain amount of successive attacks,0,0.935,darksouls3
recovers 85hpfrom critical attacks,0,0.929,darksouls3
dropped by the deep accursed inanor londo,1,0.97,darksouls3
recovers 15fpfrom critical attacks,0,0.903,darksouls3
dropped by the deep accursed in thecathedral of the deep,1,0.99,darksouls3
given bysirris of the sunless realmsafter helping her defeat creighton inirithyll of the boreal valley,1,0.964,darksouls3
movement and rolling are silent,0,0.965,darksouls3
rank 1 covenant rewardrosarias fingersnote in order to get this ring and thesilvercat ringin one playthroughonlyoffer the pale tongues torosaria mother of rebirthaftergetting the silvercat ring fromsirris of the sunless realms,1,0.955,darksouls3
untrue dark ring,1,0.928,darksouls3
retain human appearance while hollow and appear as a host in other worlds,1,0.941,darksouls3
purchased fromyuria of londor,0,0.966,darksouls3
untrue white ring,0,0.973,darksouls3
take the appearance of a white phantom at all times,1,0.929,darksouls3
use the animations of the opposite gender run and walk animations emotes etc,0,0.964,darksouls3
dropped fromludleth of courlandwhen killed or can be obtained by visiting his throne before beginning the next journey,1,0.93,darksouls3
reduces absorptions by 100,0,0.976,darksouls3
its wearer will lose nothing upon death but the ring itself breaks,1,0.988,darksouls3
increases frost resistance by 140,0,0.943,darksouls3
aged ones exultation,0,0.979,eldenring
abyssal woods dropped by the winter lantern enemy you kill nearest to theabandoned church these enemies can only be killed by executing a parry and riposte just as they are about to catch you elden ring map,1,0.937,eldenring
shadow of the erdtree dlc,0,0.984,eldenring
boosts resistance stats by roughly 350 for a short time after a status effect is applied to you,0,0.913,eldenring
increases the effective range of bows by 50 and raises attack power of arrows and bolts by 8,0,0.912,eldenring
blessed blue dew talisman,0,0.912,eldenring
slowly restores fp 05 fp per second,0,0.975,eldenring
boltdrake talisman 3,0,0.985,eldenring
cerulean seed talisman 1,0,0.985,eldenring
sound the hanging bell infinger ruins of dheo elden ring shadow of the erdtree interactive map,1,0.973,eldenring
clarifying horn charm 2,0,0.984,eldenring
crimson amber medallion 3,0,0.958,eldenring
boosts maximum hp by 10,0,0.979,eldenring
cerulean amber medallion 3,0,0.975,eldenring
boosts maximum fp by 125,0,0.981,eldenring
crimson seed talisman 1,0,0.967,eldenring
enraged divine beast,1,0.984,eldenring
flamedrake talisman 3,0,0.97,eldenring
boosts fire damage negation by 22,0,0.933,eldenring
a3variation of theflamedrake talismancan be found inside a chest youll have to go over the cages and on the right side youll find the chest that contains the talisman see shadow of the erdtree map,0,0.901,eldenring
immunizing horn charm 2,0,0.969,eldenring
enhances dash attacks by 15 in pve and 75 in pvp,0,0.966,eldenring
mottled necklace 2,0,0.987,eldenring
outer god heirloom,0,0.979,eldenring
pearl shield talisman,0,0.971,eldenring
pearldrake talisman 3,0,0.982,eldenring
enhances attacks by 45 after maintaining the same stance for 1 second,0,0.932,eldenring
enhances attacks executed after rolling or backstepping by 17,0,0.933,eldenring
boosts attack power of precisionaimed shots by 12,0,0.953,eldenring
found inside albinaurics shack elden ring shadow of the erdtree interactive map,0,0.933,eldenring
raises potency of kicking and stomping skills by 10,0,0.927,eldenring
ruined forge starfall pastsee shadow of the erdtree mapthe talisman is looted from a corpse the body is inside a room filled with fire blob enemies on the uppermost level of the ruined forge of starfall past,1,0.97,eldenring
spelldrake talisman 3,0,0.984,eldenring
st trinas smile,0,0.985,eldenring
stalwart horn charm 2,0,0.973,eldenring
vastly raises robustness by 180,0,0.927,eldenring
talisman of all crucibles,1,0.922,eldenring
increases poise by 54 after using a flask of tears,0,0.948,eldenring
talisman of the dread,1,0.986,eldenring
twohanded sword talisman,0,0.97,eldenring
enhances attacks with twohanded weapons by 15,0,0.94,eldenring
twoheaded turtle talisman,0,0.979,eldenring
greatly raisesstaminarecovery speed by 10s 222,0,0.974,eldenring
viridian amber medallion 3,0,0.927,eldenring
boosts maximum stamina by 17,0,0.957,eldenring
crimson amber medallion,0,0.953,eldenring
boosts maximum hp by 6,0,0.977,eldenring
can be purchased from thenomadic merchantat the eastern side ofweeping peninsula for1500runes map link  video location,0,0.929,eldenring
crimson amber medallion 1,0,0.968,eldenring
boosts maximum hp by 7,0,0.977,eldenring
crimson amber medallion 2,0,0.955,eldenring
boosts maximum hp by 8,0,0.977,eldenring
crimson seed talisman,0,0.932,eldenring
boostshprestoration from theflask of crimson tearsby 20,1,0.972,eldenring
boostshprestoration from theflask of crimson tearsby 30,1,0.972,eldenring
restores 2hpper second,0,0.956,eldenring
cerulean amber medallion,0,0.972,eldenring
boosts maximum fp by 7,0,0.984,eldenring
cerulean amber medallion 1,0,0.978,eldenring
boosts maximum fp by 9,0,0.984,eldenring
cerulean amber medallion 2,0,0.974,eldenring
boosts maximum fp by 11,0,0.984,eldenring
cerulean seed talisman,0,0.983,eldenring
boostsfprestoration fromflask of cerulean tearsby 20,0,0.922,eldenring
can be found in the rafters of thecarian study hall next to a body map link,0,0.966,eldenring
boostsfprestoration fromflask of cerulean tearsby 30,0,0.919,eldenring
slowly restores fp  05 fp per second,0,0.973,eldenring
increases poise after using a flask of tears 54 poise for 2 seconds,0,0.928,eldenring
viridian amber medallion,0,0.931,eldenring
boosts maximum stamina by 11,0,0.955,eldenring
viridian amber medallion 1,0,0.938,eldenring
boosts maximum stamina by 13,0,0.956,eldenring
altus plateau south of theouter wall battlegroundsite of grace you will hearmargitwhisper i see you tarnishedto you before appearing on the road defeat him again and it will drop map link,1,0.974,eldenring
viridian amber medallion 2,0,0.927,eldenring
boosts maximum stamina by 15,0,0.955,eldenring
green turtle talisman,0,0.979,eldenring
raisesstaminarecovery speed by 8s 177,0,0.976,eldenring
summonwater village in an underground area on the outskirts of the villagemap link,0,0.927,eldenring
raisesstaminarecovery speed 222,0,0.984,eldenring
raises maximumequip loadby 15,0,0.98,eldenring
raises maximumequip loadby 17,0,0.984,eldenring
raises maximumequip loadby 19,0,0.983,eldenring
raises maximumhp3stamina7 andequip load5,0,0.959,eldenring
erdtrees favor 1,0,0.985,eldenring
raises maximumhp35stamina85 andequip load65,0,0.961,eldenring
can be found in the boss room after the boss fight near the forsaken depths grace in the subterranean shunninggrounds,1,0.986,eldenring
erdtrees favor 2,0,0.981,eldenring
raises maximumhp4stamina10 andequip load8,0,0.966,eldenring
can be found infort gaelcaelidmap link,0,0.961,eldenring
two fingers heirloom,0,0.984,eldenring
dragoncrest shield talisman,0,0.923,eldenring
found on one of the edges of bestial sanctumcaelid map link,0,0.918,eldenring
dragoncrest shield talisman 1,0,0.948,eldenring
dragoncrest shield talisman 2,0,0.942,eldenring
dragoncrest greatshield talisman,0,0.926,eldenring
flamedrake talisman 1,0,0.968,eldenring
found atleyndell royal capital head up the elevator leading towards thegrand lift of rold on the ground against a column map link,0,0.927,eldenring
flamedrake talisman 2,0,0.968,eldenring
boostslightning damagenegation by 13,0,0.932,eldenring
boltdrake talisman 1,0,0.986,eldenring
boostslightning damagenegation by 17,0,0.935,eldenring
can be found in a storage shed inside theold altus tunneldungeon map link,0,0.97,eldenring
boltdrake talisman 2,0,0.985,eldenring
boostslightning damagenegation by 20,0,0.926,eldenring
boostslightning damagenegation by 22,0,0.936,eldenring
haligdrake talisman 1,0,0.986,eldenring
haligdrake talisman 2,0,0.985,eldenring
pearldrake talisman 1,0,0.984,eldenring
pearldrake talisman 2,0,0.982,eldenring
immunizing horn charm,0,0.973,eldenring
immunizing horn charm 1,0,0.969,eldenring
stalwart horn charm,0,0.98,eldenring
stalwart horn charm 1,0,0.971,eldenring
clarifying horn charm,0,0.982,eldenring
clarifying horn charm 1,0,0.985,eldenring
mottled necklace 1,0,0.989,eldenring
on a corpse the closest site of grace is thetemple of eiglay twostonesword keysare required to reach the item elden ring map link,1,0.92,eldenring
curved sword talisman,0,0.976,eldenring
increases charge attack damage by 10,0,0.925,eldenring
found in a cellar underneath themistwood ruinsmap link,0,0.919,eldenring
dropped by defeatingrecusant henricusnortheast ofstormhill shackmap link,0,0.977,eldenring
found in a chest insidelakeside crystal cavenear ademihumancampfire see it on theelden ring map here,0,0.933,eldenring
increases damage of attacks while on horseback by 15,0,0.941,eldenring
increases jump attack damage by 15,0,0.964,eldenring
increases bow effective range by 65,0,0.978,eldenring
inside the tower abovestormgate it can be accesed by going up and turn left all around until you get back to stormgate but through the upper groundmap coordinates link,0,0.9,eldenring
faithfuls canvas talisman,0,0.978,eldenring
flocks canvas talisman,0,0.983,eldenring
primal glintstone blade,0,0.972,eldenring
spellsconsume 25 lessfp but maximumhpis reduced by 15,0,0.959,eldenring
moon of nokstella,0,0.98,eldenring
increasesmemory slotsby 2,0,0.97,eldenring
old lords talisman,0,0.969,eldenring
extends spell effect duration by 30,0,0.951,eldenring
shortens spell casting time by 30 virtualdexterity,0,0.968,eldenring
increases damage of throwing pots by 20,0,0.946,eldenring
after completejar bairns side quest atjarburg recieve from jar bairns previous location,0,0.963,eldenring
increases damage of perfume items by 20,0,0.908,eldenring
carian filigreed crest,0,0.976,eldenring
lowers fp consumed byskillsby 25,0,0.975,eldenring
can be purchased fromwar counselor ijias part ofblaiddsquestlinemap link,0,0.969,eldenring
warrior jar shard,0,0.987,eldenring
boosts the attack power ofskillsby 10,0,0.984,eldenring
shard of alexander,0,0.989,eldenring
greatly boosts the attack power ofskillsby 15,0,0.981,eldenring
drops fromiron fist alexanderafter completing his questline,0,0.919,eldenring
enhances attacks by 45 after maintaining the same stance for 1 second,0,0.932,eldenring
blue dancer charm,0,0.986,eldenring
dropped by theguardian golemboss in thehighroad cavemap link,0,0.971,eldenring
raises defense with higher equipment load heavy load 75 pvp10 pve overload 15pvp20pve,0,0.929,eldenring
magic scorpion charm,0,0.969,eldenring
fire scorpion charm,0,0.96,eldenring
found up the ramparts on a wooden platform to the west infort laieddwithinmt gelmir elden ring map here,0,0.925,eldenring
lightning scorpion charm,0,0.91,eldenring
crucible scale talisman,0,0.978,eldenring
can be found in leyndell catacombselden ring map link,0,0.971,eldenring
crucible feather talisman,0,0.962,eldenring
auriza heros gravemap link,0,0.956,eldenring
crucible knot talisman,0,0.962,eldenring
dropped byomenkiller located in thevillage of the albinauricsmap link,0,0.95,eldenring
ritual sword talisman,0,0.982,eldenring
raises attack power by 10 when hp is at maximum,0,0.925,eldenring
ritual shield talisman,0,0.981,eldenring
critical hits restore 10  85hp,0,0.957,eldenring
assassins cerulean dagger,0,0.963,eldenring
critical hits restores 15fp,0,0.946,eldenring
winged sword insignia,0,0.971,eldenring
raises attack power with successive attacks 3  5  10,0,0.963,eldenring
rotten winged sword insignia,0,0.97,eldenring
greatly raises attack power with successive attacks 6  8  13,0,0.959,eldenring
earned after choosing to assistmillicentand successfully defeat her sisters map link,0,0.943,eldenring
raises dexterity by 5 and raises attack power with successive attacks 4  6  11,0,0.949,eldenring
godskin swaddling cloth,0,0.973,eldenring
successive attacks restore 3  30hp,0,0.969,eldenring
spiritcallers cave dropped by thegodskin apostlegodskin noblein a consecutive boss encountermap link,0,0.918,eldenring
kindred of rots exultation,1,0.941,eldenring
dropped by thekindred of rotinseethewater cavemap link,0,0.908,eldenring
lord of bloods exultation,1,0.981,eldenring
restores 3  30hpupon defeating enemies,0,0.92,eldenring
ancestral spirits horn,0,0.967,eldenring
raisesitem discoveryby 75,0,0.97,eldenring
eliminates all sound made by the wearer during movement,0,0.947,eldenring
dropped by the boss in sages cave see the exact locationelden ring map,0,0.925,eldenring
longtail cat talisman,0,0.982,eldenring
furled fingers trickmirror,0,0.98,eldenring
take on appearance of a host of fingers,0,0.982,eldenring
take on appearance of a cooperator,0,0.988,eldenring
will be lost on death in place of runes,1,0.99,eldenring
entwining umbilical cord,0,0.932,eldenring
changes demeanour of wearers actions,0,0.973,eldenring
it is currently unavailable ingame,0,0.989,eldenring
thisdisambiguationpage lists articles associated with the same title if aninternal linkreferred you here you may wish to change the link to point directly to the intended article,0,0.964,darkestdungeon
this curio can only appear alongcorridors,0,0.983,darkestdungeon
75 heirloom25 nothing,0,0.977,darkestdungeon
discarded packscrounging treasure,0,0.932,darkestdungeon
60 supplies x1  goldgems x2  journal entry20 scouting20 nothing,0,0.974,darkestdungeon
60 supplies x1  goldgems x2  journal entry,0,0.979,darkestdungeon
eldritch altarhaunted unholy,1,0.989,darkestdungeon
this curio can only appear insiderooms,0,0.979,darkestdungeon
holy waterpurge negative quirk,0,0.943,darkestdungeon
purge negative quirk,0,0.98,darkestdungeon
40 stress 25,0,0.968,darkestdungeon
10 purge negative quirk,0,0.957,darkestdungeon
heirloom chesttreasurefirst variant,0,0.926,darkestdungeon
skeleton keyantivenomheirloom x4heirloom x3,0,0.967,darkestdungeon
75 heirloom x2,0,0.981,darkestdungeon
heirloom chesttreasuresecond variant,0,0.953,darkestdungeon
any loot x3,0,0.988,darkestdungeon
67 any loot x233 nothing,0,0.923,darkestdungeon
50 any loot x2,0,0.98,darkestdungeon
75 gold25 nothing,0,0.977,darkestdungeon
100 torch x1,0,0.985,darkestdungeon
stack of booksknowledge,0,0.99,darkestdungeon
stack of books,0,0.99,darkestdungeon
22 stress 2522 random positive quirk 6711 random negative quirk 3311 decrease light meter by 2517 journal entry17 nothing,0,0.912,darkestdungeon
22 stress 25,0,0.964,darkestdungeon
22 random positive quirk 67,0,0.984,darkestdungeon
11 random negative quirk 33,0,0.984,darkestdungeon
11 decrease light meter by 25,0,0.971,darkestdungeon
17 journal entry,0,0.99,darkestdungeon
75 any loot x2,0,0.979,darkestdungeon
a partially intact set of experimental equipmentthis curio can only appear alongcorridors,0,0.98,darkestdungeon
increase light meterto 100,0,0.973,darkestdungeon
50 blight an accident occurs during the experiment25 goldgems x1 new metals are synthesized25 nothing the experiments do not yield any findings,0,0.919,darkestdungeon
50 blight an accident occurs during the experiment,0,0.954,darkestdungeon
25 goldgems x1 new metals are synthesized,0,0.931,darkestdungeon
25 nothing the experiments do not yield any findings,0,0.978,darkestdungeon
altar of lightworship,0,0.96,darkestdungeon
altar of light,0,0.951,darkestdungeon
holy water you have curried favor from the godsbuff dmg 30 until camp,1,0.91,darkestdungeon
holy water you have curried favor from the gods,1,0.952,darkestdungeon
buff dmg 30 until camp,0,0.962,darkestdungeon
buff dmg 20 until camp,0,0.961,darkestdungeon
a bookshelf full of old leatherbound booksthis curio can only appear alongcorridors,0,0.957,darkestdungeon
20 scouting a map is found tucked between the volumes,0,0.94,darkestdungeon
133 positive quirk the knowledge forever changes the hero,1,0.987,darkestdungeon
67 negative quirk the knowledge forever changes the hero,1,0.989,darkestdungeon
20 journal entry,0,0.992,darkestdungeon
20 nothing the volumes are dull and uninteresting,0,0.945,darkestdungeon
confession boothworship reflective,0,0.977,darkestdungeon
holy water the ritual relieves the herostress heal 30,1,0.967,darkestdungeon
holy water the ritual relieves the hero,1,0.942,darkestdungeon
50 stress 15 the heros history of sins is too much to bear25 goldtrinket x6  journal entry the booth contains hidden treasure25 purge negative quirk the hero is absolved of a sin,1,0.969,darkestdungeon
50 stress 15 the heros history of sins is too much to bear,1,0.988,darkestdungeon
25 purge negative quirk the hero is absolved of a sin,1,0.974,darkestdungeon
decorative urnhaunted scrounging,0,0.973,darkestdungeon
holy water the consecrated water dissolves the ashes valuables remainshovel what sort of person defiles the deadgemstrinket x2  gems x2negative quirk guilty conscience,1,0.989,darkestdungeon
holy water the consecrated water dissolves the ashes valuables remain,1,0.989,darkestdungeon
shovel what sort of person defiles the dead,1,0.975,darkestdungeon
gemstrinket x2  gems x2,0,0.987,darkestdungeon
negative quirk guilty conscience,1,0.959,darkestdungeon
444 gemstrinket x1  gems x2 sentimental gifts are hidden inside222 blight the hero becomes infected by the ashes74 disease creeping cough the ashes make the hero cough violently37 random disease the hero contracts a deadly disease222 nothing the urns purpose is purely decorative,1,0.929,darkestdungeon
444 gemstrinket x1  gems x2 sentimental gifts are hidden inside,0,0.902,darkestdungeon
222 blight the hero becomes infected by the ashes,1,0.992,darkestdungeon
74 disease creeping cough the ashes make the hero cough violently,1,0.99,darkestdungeon
37 random disease the hero contracts a deadly disease,1,0.99,darkestdungeon
222 nothing the urns purpose is purely decorative,0,0.976,darkestdungeon
50 goldgems x2 propitiations are found at the bottom of the fountain,0,0.953,darkestdungeon
iron maidenhaunted torture,1,0.982,darkestdungeon
any loot x2,0,0.987,darkestdungeon
40 any loot x2 a few treasures are hidden in the iron maiden20 negative quirk claustrophobia133 disease tetanus 667 disease the hero inhales foul vapours67 random disease 333 disease20 nothing,1,0.911,darkestdungeon
40 any loot x2 a few treasures are hidden in the iron maiden,1,0.944,darkestdungeon
20 negative quirk claustrophobia,0,0.959,darkestdungeon
133 disease tetanus 667 disease the hero inhales foul vapours,1,0.971,darkestdungeon
locked display cabinettreasure scrounging,0,0.975,darkestdungeon
locked display cabinet,0,0.986,darkestdungeon
there could be valuables left inside but this cabinet is lockedthis curio can only appear alongcorridors,0,0.947,darkestdungeon
skeleton key treasures are stashed in the cabinetshovel smashed the cabinet opengoldheirlooms x3  goldgems x2goldheirlooms x2  goldgems x2,0,0.916,darkestdungeon
skeleton key treasures are stashed in the cabinet,0,0.928,darkestdungeon
shovel smashed the cabinet open,0,0.949,darkestdungeon
goldheirlooms x3  goldgems x2,0,0.97,darkestdungeon
goldheirlooms x2  goldgems x2,0,0.971,darkestdungeon
50 bleed its trapped50 blight its trapped,1,0.991,darkestdungeon
50 bleed its trapped,1,0.981,darkestdungeon
50 blight its trapped,1,0.982,darkestdungeon
locked sarcophagushaunted reflective,0,0.975,darkestdungeon
goldheirlooms x2  goldtrinket x1,0,0.974,darkestdungeon
goldheirlooms x1  goldtrinket x1,0,0.974,darkestdungeon
sarcophagushaunted reflective body,0,0.947,darkestdungeon
haunted reflective body,1,0.974,darkestdungeon
60 goldheirlooms x2 hidden treasures,0,0.955,darkestdungeon
20 negative quirk thanatophobia the hero contemplates mortality,1,0.937,darkestdungeon
suit of armor,0,0.977,darkestdungeon
125 positive quirk ruins adventurer,0,0.96,darkestdungeon
125 positive quirk ruins tactician,0,0.987,darkestdungeon
a dark altar with skulls prominently on display a strange power can be felt in its presencethis curio can only appear insiderooms,1,0.979,darkestdungeon
dinner cartbody drink food,0,0.98,darkestdungeon
body drink food,0,0.988,darkestdungeon
food x3  goldtrinket x1,0,0.989,darkestdungeon
375 food x1  goldtrinket x1 some of this meat looks edible25 blight the meat makes the hero violently ill125 disease the black plague the swine are not cleanly folk25 nothing nothing but rotting bodies,1,0.966,darkestdungeon
375 food x1  goldtrinket x1 some of this meat looks edible,0,0.98,darkestdungeon
25 blight the meat makes the hero violently ill,1,0.991,darkestdungeon
125 disease the black plague the swine are not cleanly folk,1,0.99,darkestdungeon
makeshift dining tabledrink food,0,0.983,darkestdungeon
makeshift dining table,0,0.987,darkestdungeon
an oddly assembled dining table there might still be food scraps aroundthis curio can only appear insiderooms,0,0.94,darkestdungeon
medicinal herbs the herbs kill any diseases harbored in the food,1,0.964,darkestdungeon
food x2  goldsupplies x1,0,0.986,darkestdungeon
25 food x1  goldsupplies x1 the table contains leftovers from a previous meal25 blight25 disease tapeworm the meat is not fully cooked25 nothing,0,0.921,darkestdungeon
25 food x1  goldsupplies x1 the table contains leftovers from a previous meal,0,0.977,darkestdungeon
moonshine barreldrink treasure,0,0.964,darkestdungeon
buff 30 dmg until camp,0,0.946,darkestdungeon
333 blight the moonshine is kickedoff making the hero ill,1,0.972,darkestdungeon
111 negative quirk tippler the hero acquires a taste for this magnificent sauce,0,0.979,darkestdungeon
occult scrawlingsunholy knowledge,1,0.939,darkestdungeon
holy water the holy water hisses and the hero feels wrongdebuff 20 dodge,1,0.988,darkestdungeon
holy water the holy water hisses and the hero feels wrong,1,0.99,darkestdungeon
debuff 20 dodge,0,0.984,darkestdungeon
25 stress 25 the sight is too much for the hero to bear,1,0.969,darkestdungeon
167 random negative quirk the scrawling forever changes the hero,1,0.92,darkestdungeon
25 nothing the scrawlings are dull and uninteresting,0,0.968,darkestdungeon
pile of bonesbody haunted unholy,1,0.989,darkestdungeon
body haunted unholy,1,0.991,darkestdungeon
all thats left of a previous adventurer perhapsthis curio can only appear alongcorridors,0,0.948,darkestdungeon
25 any loot x2 the bones house some supplies25 random disease the hero is infected by the rotten pile25 negative quirk bloodthirsty the hero becomes fascinated with the remains25 nothing nothing is found amongst the remains,1,0.943,darkestdungeon
25 random disease the hero is infected by the rotten pile,1,0.991,darkestdungeon
25 negative quirk bloodthirsty the hero becomes fascinated with the remains,1,0.981,darkestdungeon
pile of scrollsknowledge,0,0.931,darkestdungeon
pile of scrolls,0,0.967,darkestdungeon
a bunch of scrolls the cursive is sloppy and difficult to readthis curio can only appear alongcorridors,0,0.958,darkestdungeon
torch the scrolls are full of evil writings burning them is a weight off the heros shoulderspurge negative quirk,1,0.981,darkestdungeon
torch the scrolls are full of evil writings burning them is a weight off the heros shoulders,1,0.988,darkestdungeon
286 scouting the scrolls are a wellrendered map of the road ahead143 stress 15 the scrolls contain hideous portents143 journal entry95 random positive quirk the scrolls forever change the hero48 random negative quirk the scrolls forever change the hero286 nothing the scrolls are merely records of dull transactions,1,0.937,darkestdungeon
143 stress 15 the scrolls contain hideous portents,1,0.96,darkestdungeon
143 journal entry,0,0.991,darkestdungeon
95 random positive quirk the scrolls forever change the hero,1,0.92,darkestdungeon
48 random negative quirk the scrolls forever change the hero,1,0.929,darkestdungeon
rack of bladesscrounging,0,0.989,darkestdungeon
rack of blades,0,0.979,darkestdungeon
a rack of dulled rusty knives they are covered in fresh bloodthis curio can only appear alongcorridors,1,0.929,darkestdungeon
goldgems x2  food x1,0,0.987,darkestdungeon
40 goldgems x1  food x1 extra supplies are found amongst the knives,0,0.952,darkestdungeon
20 nothing nothing useful here,0,0.991,darkestdungeon
sacrificial stoneunholy worship,1,0.902,darkestdungeon
50 stress 50 the hero is deeply disturbed25 purge negative quirk a sinful behaviour is vanquished125 positive quirk warrens explorer the stones carvings give great insight into these warrens125 positive quirk warrens scrounger the stones carvings give great insight into these warrens,1,0.967,darkestdungeon
50 stress 50 the hero is deeply disturbed,1,0.978,darkestdungeon
25 purge negative quirk a sinful behaviour is vanquished,1,0.984,darkestdungeon
ancient coffinhaunted body,1,0.908,darkestdungeon
83 positive quirk weald adventurer findings in the coffin give the hero insight into the nature of this world,1,0.904,darkestdungeon
83 positive quirk weald explorer findings in the coffin give the hero insight into the nature of this world,1,0.903,darkestdungeon
medicinal herbs the medicinal herbs rid the carcass of any diseasesfood x2,1,0.92,darkestdungeon
medicinal herbs the medicinal herbs rid the carcass of any diseases,1,0.947,darkestdungeon
143 nothing the beast has nothing left to offer,1,0.983,darkestdungeon
goldgems x2  gemstrinket x1,0,0.983,darkestdungeon
40 goldgems x1  gemstrinket x110 negative quirk slow reflexes the hero is covered in a sticky goo10 negative quirk slowdraw the hero is covered in a sticky goo40 nothing,0,0.952,darkestdungeon
40 goldgems x1  gemstrinket x1,0,0.975,darkestdungeon
10 negative quirk slowdraw the hero is covered in a sticky goo,0,0.909,darkestdungeon
left luggagetreasure scrounging,0,0.981,darkestdungeon
someone dropped this recently probably on the run it has a lock on itthis curio can only appear alongcorridors,0,0.977,darkestdungeon
any loot x3,0,0.988,darkestdungeon
50 any loot x4  journal entry the luggage clearly shouldnt have been abandoned valuables inside,0,0.914,darkestdungeon
mummified remainsbody haunted unholy,1,0.991,darkestdungeon
bandage a bandage provides protection for a thorough searchgoldtrinkets x2,0,0.965,darkestdungeon
bandage a bandage provides protection for a thorough search,0,0.94,darkestdungeon
50 any loot x2 someone couldnt resist stashing treasures inside,0,0.955,darkestdungeon
25 blight the hero is covered in poisonous sap,1,0.983,darkestdungeon
holy waterstress heal 30,1,0.905,darkestdungeon
100 stress heal 20 the fountain reinvigorates the hero,1,0.98,darkestdungeon
shallow gravebody haunted scrounging,1,0.964,darkestdungeon
50 blight gravedigging is not the healthiest of professions,0,0.946,darkestdungeon
someone has camped here recentlythis curio can only appear insiderooms,0,0.936,darkestdungeon
375 goldsupplies x4  goldheirlooms x4  journal entry someone left valuables inside the tent,0,0.941,darkestdungeon
375 scouting a map of the area is found inside the tent,0,0.978,darkestdungeon
125 nothing nothing is left inside the tent,0,0.91,darkestdungeon
troubling effigyunholy worship,1,0.935,darkestdungeon
random positive quirk,0,0.991,darkestdungeon
188 bleed the effigy lashes out rejecting the hero,1,0.982,darkestdungeon
94 blight the effigy lashes out rejecting the hero,1,0.97,darkestdungeon
94 stress 15 the effigy lashes out rejecting the hero,1,0.944,darkestdungeon
25 nothing any power the effigy once had is now lost,1,0.915,darkestdungeon
shovel the shovel makes easy work of the barnaclesany loot x3,0,0.94,darkestdungeon
shovel the shovel makes easy work of the barnacles,0,0.916,darkestdungeon
50 any loot x2 theres still booty inside,0,0.966,darkestdungeon
25 nothing nothing inside,0,0.962,darkestdungeon
a puzzlingly ancient sculpture of dizzying implicationthis curio can only appear alongcorridors,0,0.923,darkestdungeon
