phrase,label,source
'Die again? I'll pass.',,LoL/Senna
'I've got your curse.',,LoL/Senna
'Light becomes hope.',,LoL/Senna
'Death is drawn to life.',,LoL/Senna
'Out of the storm.',,LoL/Senna
'You are mourned.',,LoL/Senna
'Pain doesn't own you.',,LoL/Senna
'It's not your fault.',,LoL/Senna
'I can bear it.',,LoL/Senna
'Life from death.',,LoL/Lucian
'Getting used to it.',,LoL/Lucian
'I was aiming at them!',,LoL/Senna
'I need you alive to kiss me.',,LoL/Lucian
'Could see how that would be preferable.',,LoL/Lucian
'One last breath...',,LoL/Senna
'Shadows catch the fallen...',,LoL/Senna
'My enemies... Myself...',,LoL/Senna
Senna breathes out.,,LoL/Senna
'Hearts beat together.',,LoL/Senna
'The song between us.',,LoL/Senna
'Lost in the dance.',,LoL/Senna
'Hear the music.',,LoL/Senna
'Play it loud!',,LoL/Senna
'No shadow without light!',,LoL/Senna
'No death without life!',,LoL/Senna
'I've got you!',,LoL/Senna
'Eyes wide open!',,LoL/Senna
'Keep it turning!',,LoL/Senna
'We're running this world!',,LoL/Senna
'Darkness to darkness. Light to light.',,LoL/Senna
'For the living. For the dead.',,LoL/Senna
'Every death is a sacrifice...',,LoL/Senna
"'If you're only dead, count yourself lucky!'",,LoL/Senna
'I've seen too much of this--but I won't close my eyes.',,LoL/Senna
"'In death, we fight the same fight.'",,LoL/Senna
'Look at us making new memories.',,LoL/Lucian
'Same as the old memories.',,LoL/Lucian
'For the light.',,LoL/Lucian
'And all lost in darkness.',,LoL/Lucian
"'Sometimes, I see what the darkness is afraid of.'",,LoL/Senna
'Lucian... we'll be together again soon.',,LoL/Senna
"'We've been through so much, Lucian... Please, don't give up on me now.'",,LoL/Senna
'I know what it's like to die... this hurts worse.',,LoL/Senna
'He probably liked that. (Scoffs) Creep.',,LoL/Senna
'I won't stop until the nightmares have nightmares.',,LoL/Senna
'Will take more than one wraith to ruinmyday.',,LoL/Senna
"'Each stone, a sentinel.'",,LoL/Senna
"'I remember my lessons, and the people who taught them.'",,LoL/Senna
'The last blessings of theIsles.',,LoL/Senna
"'Bound to the stones, bound to each other.'",,LoL/Senna
"'I'm breaking free, so the fans can follow.'",,LoL/Senna
'Thresh Records only had soul when it had mine.',,LoL/Senna
"'Next time I sign a contract, I'm checking it for chains.'",,LoL/Senna
Senna shouts in distress. 'Lucian!',,LoL/Senna
Senna groans and cries.,,LoL/Senna
'Died again? Must be getting good at it.',,LoL/Senna
'Life won't let me go...',,LoL/Senna
'To be reborn... am I still me?',,LoL/Senna
'Every day I fought for my life. Why should today be any different?',,LoL/Senna
"'Death? Yeah, we're acquainted.'",,LoL/Senna
'Everything that's happened... I just want it to matter.',,LoL/Senna
"'The angels are gone and devils are everywhere. I swear, I can't leave y'all alone for ten minutes.'",,LoL/Senna
'I was dead. Now I'm not. Ain't that the way o' the west.',,LoL/Senna
"'I have been plucked from limbo and delivered into this here gun fight. So, let's gun fight!'",,LoL/Senna
"'It's always us, fightin' side by side.'",,LoL/Senna
"'Saddle up, y'all. We got a showdown on our hands.'",,LoL/Senna
'The west has changed. Let's see how much fight it's got in it.',,LoL/Senna
"'Ain't good, ain't evil. Big gun though.'",,LoL/Senna
'Woulda stayed dead if there weren't more work to do.',,LoL/Senna
'Heaven's gone... for now.',,LoL/Senna
'Whole lotta hell out there.',,LoL/Senna
"'The frontier's unpredictable, so am I.'",,LoL/Senna
'I'll raise more hell than hell ever dreamed of.',,LoL/Senna
'Mankind's absolution is earned... by the barrel of my gun.',,LoL/Senna
'And hell rode forth? We'll see about that.',,LoL/Senna
'Still getting used to this whole angel thing.',,LoL/Senna
'The west's redemption is in my very capable hands.',,LoL/Senna
'This heart of mine sees the good in everything. Cute.',,LoL/Senna
'Used to hunt monsters. Now...I still hunt monsters.',,LoL/Senna
'What my ressurection lacked in fanfare. It made up in gun horse.',,LoL/Senna
"'I can grant folks absolution, the rest is up to them.'",,LoL/Senna
'My horse shoots things. Good horse.',,LoL/Senna
'A monumental gun for a monumental task.',,LoL/Senna
'I was reckless and in love. I would not recommend it.',,LoL/Senna
"'Shoot first, shoot later, shoot before if you can.'",,LoL/Senna
"'Why, yes, I am an extremely good shot.'",,LoL/Senna
'Something snatched me up before I went to hell. Something old. Something real old.',,LoL/Senna
'Lucian can keep that old pea shooter. Look at the size of my new piece. Look at it!',,LoL/Senna
'Not sure what happened between bein' dead and bein' alive but at least my gun's bigger.',,LoL/Senna
'Don't know what the west will look like when I'm done with it but it'll be better than this.',,LoL/Senna
'Heaven was destroyed in the blink of an eye. It'll take longer to build it back up again.',,LoL/Senna
"'Whatever comes next, it won't be heaven. Or it will. I don't care.'",,LoL/Senna
'So my lover's a demon now? Least he keeps things interesting.',,LoL/Senna
"'The west runs on conflict as do heaven and hell. There's a lesson in that, I reckon.'",,LoL/Senna
"'I hope whatever brought me back is happy. Eh, doesn't matter if it's not.'",,LoL/Senna
'Angel versus demon. That old chestnut.',,LoL/Senna
"'Ashe, I don't want to say you're a counterfeit, but...'",,LoL/Senna
"'A deal with the devil, Darius? Where's your gold fiddle?'",,LoL/Senna
"'Now, what the hell are you supposed to be? A bandito? I don't buy it.'",,LoL/Senna
"'Horsie, huh? Hmph, mine's better.'",,LoL/Senna
"'Irelia, guess the old angels have seen better days.'",,LoL/Senna
"'The far west did a number on you, Jhin. Let us commiserate.'",,LoL/Senna
"'Surprised to see me, Thresh? I ain't surprised to see you.'",,LoL/Senna
'You ready for the wrath of heaven restored?',,LoL/Senna
"'I'm still an angel, slick. An angel with a loaded gun.'",,LoL/Senna
'You see this gun? Remember this gun.',,LoL/Senna
'I'll give you 'til the count of three. What? I ain't heartless.',,LoL/Senna
'My heart just ain't in this fight. Oh wait...yeah it is.',,LoL/Senna
"'Let's hope you're a better shot than a comedian, friend.'",,LoL/Senna
"'Well, I have a horse. Seems like everybody has a horse... 'cept you.'",,LoL/Senna
Senna dances to a Western beat.,,LoL/Senna
'Have a little heart.',,LoL/Senna
'Your sins weigh you down.',,LoL/Senna
'Stand and draw.',,LoL/Senna
'Here comes judgement.',,LoL/Senna
'Heaven can wait.',,LoL/Senna
'A scorchin' wind.',,LoL/Senna
'Just doin' my job.',,LoL/Senna
'Saint Doran's fire.',,LoL/Senna
'This'll be over quick.',,LoL/Senna
'Like my gun? I do.',,LoL/Senna
'Can't outrun a gun horse.',,LoL/Senna
'Got you in my sights.',,LoL/Senna
'A little shortcut to hell.',,LoL/Senna
'This one's for you.',,LoL/Senna
'Deliverance is earned.',,LoL/Senna
'Don't need a holster.',,LoL/Senna
'Dance with me.',,LoL/Senna
'Step right up.',,LoL/Senna
'You seem damned to me.',,LoL/Senna
'A moment of your time.',,LoL/Senna
'Let's walk on 'em.',,LoL/Senna
'You transgressin' little...',,LoL/Senna
"'Hands off, demon. That man is mine.'",,LoL/Senna
"'I'm ready this time, Thresh.'",,LoL/Senna
"'Go on, git.'",,LoL/Senna
'Another one... Mercy!',,LoL/Senna
"'That's right, I saved you.'",,LoL/Senna
'Heaven won't be empty for long.',,LoL/Senna
'The west is full up.',,LoL/Senna
"'I ain't doin' this for fun, you know.'",,LoL/Senna
Senna exhales forcefully.,,LoL/Senna
'Hold that thought.',,LoL/Senna
'You ain't goin' nowhere.',,LoL/Senna
'Kick up those boots.',,LoL/Senna
'Sit a spell.',,LoL/Senna
'Hold up now.',,LoL/Senna
Senna laughs heartily.,,LoL/Senna
'Heaven and earth.',,LoL/Senna
'Hear the angels.',,LoL/Senna
'I am at hand.',,LoL/Senna
'Shrouded in glory.',,LoL/Senna
"'A little taste of heaven, a barrel full of hell.'",,LoL/Senna
'Feel free to blame everyone but me... and my horse.',,LoL/Senna
"'Now, sentinel, look what you gone and did.'",,LoL/Senna
"'You made my horse mad, don't do that.'",,LoL/Senna
'It was either you or a resurrected angel. Nobody bet on you.',,LoL/Senna
"'Good fight, Lucian. Can't wait to do this every night for the rest of forever.'",,LoL/Senna
"'Don't put your trust in the devil, Darius. The devil lies.'",,LoL/Senna
'Can anyone just have that sombrero? I'm takin' it.',,LoL/Senna
"'Neigh, Hecarim. Neigh.'",,LoL/Senna
"'I don't know where you'll end up, Irelia, but I'm sure it's boring.'",,LoL/Senna
"'Great talk, Jhin. Come back a little less weird next time.'",,LoL/Senna
'Now that's the difference between a half horse and a full horse.',,LoL/Senna
"'You can keep my heart, Thresh. I picked up a better one.'",,LoL/Senna
'The west is won! Again... by me! You're all welcome!',,LoL/Senna
"'Stay put, look sharp.'",,LoL/Senna
'Bless this thing and whatever it does.',,LoL/Senna
'Let the light shine in.',,LoL/Senna
'A little bit of grace.',,LoL/Senna
'I call it my second sight.',,LoL/Senna
'Look out for trouble.',,LoL/Senna
'Watch over this land. It's a land that needs watchin'.',,LoL/Senna
"'I didn't go to hell then and I ain't goin' now. sentinel, hah!'",,LoL/Senna
"'I say when this is over, and no one else! sentinel, let's ride!'",,LoL/Senna
"'Y'all can fight amongst yourselves! Come on, sentinel. Yeehaw!'",,LoL/Senna
'Aw... not again...',,LoL/Senna
Senna groans in pain.,,LoL/Senna
'I'll keep coming back 'til the good work is done.',,LoL/Senna
"'Wonders never cease, and neither do I.'",,LoL/Senna
'Can't keep a good angel down.',,LoL/Senna
'Too many have stolen gifts they did not earn. I'll fix that.',,LoL/Senna
"'The season begins. I'll be their Polaris. And then, I'll find my love.'",,LoL/Senna
'The aurora has been thrown out of balance. I'm here to steady it.',,LoL/Senna
'Let it be known to any thieves after my power: you're inmydomain now.',,LoL/Senna
"'When there's no more light, the aurora shows the way.'",,LoL/Senna
'Did we-- dance beneath a shooting star... Lucian?',,LoL/Senna
'Warm feelings have fallen out of favor.',,LoL/Senna
'I was never much for folktales.',,LoL/Senna
'The crown fitting doesn't make it comfortable.',,LoL/Senna
'What if love is more powerful than the aurora?',,LoL/Senna
'I work fast when the days are short.',,LoL/Senna
'Lovecanendure--even as a shadow.',,LoL/Senna
'I'm looking for memories in a blizzard.',,LoL/Senna
'Forgiveness requires humility.',,LoL/Senna
'People assume I control great power; and they're right.',,LoL/Senna
'One's true self always comes out in the bitter air.',,LoL/Senna
'This Polaris isn't one for small talk.',,LoL/Senna
'What is stolen will be returned... and more.',,LoL/Senna
'Hope sustains what the aurora cannot.',,LoL/Senna
'Are these memories from another Polaris?',,LoL/Senna
'Willmyjourney end in the stars...',,LoL/Senna
'I must admit--the clothes are nice!',,LoL/Senna
"'I'm a new Polaris, not a naive one.'",,LoL/Senna
'Everyone walks on ice without knowing its thickness.',,LoL/Senna
'Hm. Snow is magical...',,LoL/Senna
'The cold always made me feel alive.',,LoL/Senna
'Maybe being Polaris is my punishment.',,LoL/Senna
'Rebalancing the aurora requires more than strength.',,LoL/Senna
'My memories are locked within ice but they will thaw! They must.',,LoL/Senna
"'Are the memories of the Winterblessed taken so we are objective, or so we are easier to control?'",,LoL/Senna
'There is a cost to all power; ignore it at your peril.',,LoL/Senna
"'What cruelty would take me from my love? Unless I chose... No, I wouldn't have...'",,LoL/Senna
"'My gun has two barrels: one rewards, one punishes.'",,LoL/Senna
"'Thieves take what they won't earn--no, what they could not earn.'",,LoL/Senna
'I didn't ask for the gun... but I know how to use it.',,LoL/Senna
"'Power attracts the weakest minds, who think it's some 'trinket' to be collected!'",,LoL/Senna
"'Fear is like the cold: first, it rouses you; then it numbs you; and finally... it consumes you.'",,LoL/Senna
'If I rewarded everyone--even the undeserving--would I be struck down?',,LoL/Senna
'Polaris is here. Deal with it.',,LoL/Senna
'What do you ask of the Winterblessed?',,LoL/Senna
'Coveting my crown? Best come correct.',,LoL/Senna
'This is your final snow!',,LoL/Senna
"Senna chuckles lightly. 'Are you a supplicant, or a target?'",,LoL/Senna
"'Part of growing up is learning to let go, Annie.'",,LoL/Senna
"'Are you powered by the aurora, Camille, or by spite?'",,LoL/Senna
'Diana?! The aurora must be broken.',,LoL/Senna
"'I may be Polaris first, Hecarim... but I'm a horse girl second!'",,LoL/Senna
"'The skies are still bare, Hwei. Are you neglecting your canvas?'",,LoL/Senna
'Why do I know your face... Lucian? My North Star!',,LoL/Senna
"'Let's see if your gauntlets can handle the aurora, Sylas!'",,LoL/Senna
"'The Winter's crown cannot be taken, Thresh!Leave, before I take your life.'",,LoL/Senna
'Would you like to rebuild a snowman?',,LoL/Senna
"'Sure, I could make you a snow angel! Minus the snow.'",,LoL/Senna
"'Today's aurora flavors are blueberry blizzard, merry mint and raspberry rum!'",,LoL/Senna
'It's giving... 'pathetic'.',,LoL/Senna
Senna dances to a winter song.,,LoL/Senna
Senna laughs confidently.,,LoL/Senna
Senna huffs then releases.,,LoL/Senna
"'With this much power, you're always within my reach.'",,LoL/Senna
'See the crown?',,LoL/Senna
'Winter's found you.',,LoL/Senna
'Don't look away.',,LoL/Senna
'No more requests!',,LoL/Senna
'This won't be painless.',,LoL/Senna
'Polaris doesn't miss.',,LoL/Senna
'You're gunning forme?',,LoL/Senna
'You hide nothing!',,LoL/Senna
'Time for your present.',,LoL/Senna
'Aurora: steady my aim!',,LoL/Senna
'Try not to slip!',,LoL/Senna
"'Polaris need your power, beast unblessed.'",,LoL/Senna
"'You reach beyond your title, Baron!'",,LoL/Senna
'Return to me.',,LoL/Senna
"'Respect the crown now, huh?'",,LoL/Senna
'Come in from the cold.',,LoL/Senna
'Leave winter behind.',,LoL/Senna
'Winter blesses our stars.',,LoL/Senna
'Can't escape the cold!',,LoL/Senna
'Forget your gift?',,LoL/Senna
'Knock it off!',,LoL/Senna
"'My memories, myself...'",,LoL/Senna
'Follow the Winterblessed...',,LoL/Senna
'Return to the aurora...',,LoL/Senna
Senna huffs forcefully.,,LoL/Senna
'Meet your judgement!',,LoL/Senna
'Blessing and punishment!',,LoL/Senna
'Consequences are coming.',,LoL/Senna
'Polaris runs from no one.',,LoL/Senna
"'If you were surprised by this, you weren't paying attention...'",,LoL/Senna
'There are always consequences.',,LoL/Senna
'May the rest learn from your example.',,LoL/Senna
'Power didn't suit you!',,LoL/Senna
'You've been gifted.',,LoL/Senna
'The North Star outlives everyone!',,LoL/Senna
'Were you expecting a blessing?',,LoL/Senna
"'You were too young to know better, Annie.'",,LoL/Senna
"'Spite is like acid, Camille: it erodes the soul.'",,LoL/Senna
"'Your star remains undimmed, Diana.'",,LoL/Senna
"'The aurora trusted you, Hecarim--and so did I...'",,LoL/Senna
"'Suppose I'll have to find a new herald now, Hwei.'",,LoL/Senna
"'Our stars will find each other again, Lucian.'",,LoL/Senna
"'If humans can't handle the aurora, Sylas, what (chuckles) made you think your gauntlets could?!'",,LoL/Senna
"'May you melt away from all memory, Thresh, and pass into oblivion!'",,LoL/Senna
'A winter-blessed warning!',,LoL/Senna
"'Respect the Aurora, respect ME!!'",,LoL/Senna
"'Aurora beats stone, every time.'",,LoL/Senna
"'Sometimes, destruction is a gift!'",,LoL/Senna
'Punishment's not just for the living.',,LoL/Senna
'No structure can outlive Polaris.',,LoL/Senna
'It looks like my crown hasn't been polished in years! What do you recommend?',,LoL/Senna
'Polaris doesn't (chuckles) acknowledge prices...',,LoL/Senna
'Did the last Polaris leave anything for me?',,LoL/Senna
'What a warm feeling.',,LoL/Senna
'My thanks to the aurora.',,LoL/Senna
'I won't turn downthisgift!',,LoL/Senna
'A silent subject.',,LoL/Senna
'The eyes of winter.',,LoL/Senna
'Clear the winter fog.',,LoL/Senna
'Gift me some help!',,LoL/Senna
'Danger has found me!',,LoL/Senna
'I've lost sight!',,LoL/Senna
'Watch for me.',,LoL/Senna
"'I'll find you, my star, no matter what it takes.'",,LoL/Senna
'I have more punishments to give.',,LoL/Senna
'The aurora's pulling me abroad.',,LoL/Senna
'The stars guide me elsewhere.',,LoL/Senna
"'Time is against me, and the aurora needs help.'",,LoL/Senna
'Good luck... to the next Polaris...',,LoL/Senna
'All winters pass...',,LoL/Senna
'Death is postponed for the holidays!',,LoL/Senna
'One more chance to find my love.',,LoL/Senna
"'Ifdeathwon't thaw my memories, then I must break them free!'",,LoL/Senna
'The aurora keeps bringing me back but won't bring back my memories--maybe this time it'll change.',,LoL/Senna
'Hope the next Polaris gets a lighter gun...!',,LoL/Senna
'I'm not a patient Polaris.',,LoL/Senna
'I guess the winter's crown wearsmemore than I wear it.',,LoL/Senna
'The North Star rises again.',,LoL/Senna
'Everybody dies. Some just need a little help.',,LoL/Lucian
'You don't have the heart for this.',,LoL/Lucian
"A synthwave remix of 'Demacia Rising' plays. A motorcycle starts, revvs and drives away.",,LoL/Lucian
'TheMistawaits us all. Say goodbye to whatever you care about.',,LoL/Lucian
"'I got two guns. One's for what's in front of me, and one's for what's chasin'.'",,LoL/Lucian
'Ain't enough bullets in the world for all the killin' I'm about to do.',,LoL/Lucian
'Look at 'em all. Not even knowin' they're following me to hell.',,LoL/Lucian
"'Fight's this way. If you're coming along, try not to die.'",,LoL/Lucian
"'If I believed in something, I'd start prayin' to it right about now.'",,LoL/Lucian
'So what was it like? All that time in the lantern?',,LoL/Lucian
"'Well... reckon I shoot something twice, and then you shoot it a third time.'",,LoL/Lucian
"'Yeah, I met someone in there. He's a ghoul. We fell in love and made ghoul babies...'",,LoL/Lucian
''Cause I tried to... ohhhhh.',,LoL/Lucian
'Reckon it's time-',,LoL/Lucian
'I'll sleep when they're good and dead.',,LoL/Lucian
'Not too many problems a shot to the head can't fix.',,LoL/Lucian
"'Keep your guns out, and you'll never need to draw.'",,LoL/Lucian
'No sunshine where I'm going.',,LoL/Lucian
'Somethin' seems too good to be true? Probably is.',,LoL/Lucian
'Whatever's in the beyond... I hope it's better than this.',,LoL/Lucian
'There's a chill in the air.',,LoL/Lucian
'I try to remember her the way she was... maybe it's best I don't.',,LoL/Lucian
'Seen so much death I don't even notice it anymore.',,LoL/Lucian
'You can cleanse anything... if you have the right ammunition.',,LoL/Lucian
'Always save one shot for myself... just in case.',,LoL/Lucian
"'It's not the wraiths that haunt me, it's what could've been.'",,LoL/Lucian
'How do you kill what's already dead? With a fistful of gunlight.',,LoL/Lucian
'Life... phew... it's a hell of a thing.',,LoL/Lucian
"'One shot for the years we lost, one for the love we can't get back.'",,LoL/Lucian
'Home is where I fight the dead.',,LoL/Lucian
"'When I kill 'em, they stay killed.'",,LoL/Lucian
"'Don't need triggers, just need a target.'",,LoL/Lucian
"'If you can't run from it, you might as well shoot it.'",,LoL/Lucian
"'Some call it magic, I call it good aim.'",,LoL/Lucian
'I can save her...I can save her...',,LoL/Lucian
'People never really change... I need to believe that.',,LoL/Lucian
'Sentinel. Fancy word for someone with nothing to lose.',,LoL/Lucian
"'You stare into the Mist, and the Mist stares back.'",,LoL/Lucian
*sighs* 'I've missed the smell of life.',,LoL/Lucian
'It ain't the grave I fear... it's what crawls out of it.',,LoL/Lucian
'I've always fought the Black Mist... never thought I'd be married to it.',,LoL/Lucian
"'Bravest thing I ever did, was getting up this morning.'",,LoL/Lucian
'What we had... can still be. I know it.',,LoL/Lucian
'These guns run on fury. I never run out.',,LoL/Lucian
'My wife's eyes glow with spectral magic... I'm sure it's fine.',,LoL/Lucian
"'Now when I hold her, she feels... cold.'",,LoL/Lucian
'This ain't war. Wars end.',,LoL/Lucian
'Nothing as painful as seeing something good... go bad.',,LoL/Lucian
"'Spend this long around lost souls, and you're bound to lose your own.'",,LoL/Lucian
"'If I'm going down, I'm taking all those bastards with me.'",,LoL/Lucian
"'Used to think nothing was colder than death, now I know different.'",,LoL/Lucian
'How are you supposed to grieve... when the thing you mourn comes back?',,LoL/Lucian
'Everyone I shoot is her captor. Everyone I save is her.',,LoL/Lucian
'There's a right side and a wrong side to these guns. Don't wanna be on the wrong side.',,LoL/Lucian
'Happiness is for other folks. Best I can hope for... is peace.',,LoL/Lucian
"'Huh. Strange place. Beats the hell out of theShadow Isles, though.'",,LoL/Lucian
'No place for feelings in this line of work. A full heart's an easy target.',,LoL/Lucian
'So my wife is half dead. Not a problem. I'll just... love the half that isn't.',,LoL/Lucian
'You one'a them? Better kill ya to be safe.',,LoL/Lucian
'One of us finds peace. One of us walks away.',,LoL/Lucian
'I got two good reasons for you to turn back.',,LoL/Lucian
"'Two guns, one you. Ain't likin' your odds.'",,LoL/Lucian
'Came to kill some ghouls. Guess you'll do.',,LoL/Lucian
'Nothin' between you and me but gunlight.',,LoL/Lucian
"'I'm just full of salvation. Come get it, friend.'",,LoL/Lucian
'Need me to wait while you reload that thing?',,LoL/Lucian
"'Hey, gunslinger. I'll let you know if you hit somethin'.'",,LoL/Lucian
'You pointin' that peashooter at me? Let's dance.',,LoL/Lucian
"'Hey, big fella! Try drinkin' fromthesebarrels.'",,LoL/Lucian
"'A man can gettooclose to his horse, y'know.'",,LoL/Lucian
"'I ain't scared'a you, Hecarim. I just hate to put a good horse down.'",,LoL/Lucian
"'Hey, pony man! You the one that left that pile over there?'",,LoL/Lucian
'Nothin' I like more than a horse that ain't been broken.',,LoL/Lucian
'Fortune. 'Fraid I can't help you outta thisHarrowing.',,LoL/Lucian
"'Let's crack you open, Mordekaiser, and see what's inside.'",,LoL/Lucian
"'Senna?! Ah, hell. If I'm gonna be shot, I'm glad it's by you.'",,LoL/Lucian
"'There she goes, the love of my life.'",,LoL/Lucian
"'Looks like we got ourselves a lovers' quarrel. Happy shootin', Senna.'",,LoL/Lucian
"'That you, Senna? Uh... is this about me not makin' the bed again?'",,LoL/Lucian
'Got a little somethin' for that lantern: two barrels of righteous fury.',,LoL/Lucian
"'I haven't forgotten you, Thresh, and I sure as hell ain't forgivin'.'",,LoL/Lucian
''Chain Warden.' Mighty tall name for a sack of bones.',,LoL/Lucian
"'Well, well. If it ain't the ugly low-down corpse that took my Senna.'",,LoL/Lucian
"'Someday we'll hunt monsters together, Vayne. But today, we'll hunt each other.'",,LoL/Lucian
"'I ain't the monster you're lookin' for, Vayne, but I reckon Icanbe.'",,LoL/Lucian
"'The Mist has you in a bad way, friend. Let me help.'",,LoL/Lucian
'How's Demacia? All safe from the Mist? Yeah. You're welcome.',,LoL/Lucian
'Lookin' for Thresh. You a friend of his?',,LoL/Lucian
"'If you don't have a heartbeat, you'd best not be movin'.'",,LoL/Lucian
'Whoever made you forgot to turn off the ugly.',,LoL/Lucian
"'I'll have no trouble killing you, and less trouble killing you again.'",,LoL/Lucian
'We'll see how smart that mouth is when theHarrowingcomes.',,LoL/Lucian
'Tough talk for worm food.',,LoL/Lucian
*chuckles* 'And they say I have a grim sense of humor.',,LoL/Lucian
'Thisismy happy face... see?',,LoL/Lucian
"'No, really... Iamsmiling.'",,LoL/Lucian
'I've faced worse.',,LoL/Lucian
'Don't duck on my account.',,LoL/Lucian
'Sorry I gotta do this.',,LoL/Lucian
'Nothin's pure anymore.',,LoL/Lucian
"'Move aside, friend.'",,LoL/Lucian
"'Go on, scare me.'",,LoL/Lucian
'Try your luck.',,LoL/Lucian
'Light 'em up.',,LoL/Lucian
'Come get some.',,LoL/Lucian
"'Yeah, I got a cure for that.'",,LoL/Lucian
'Plenty for all.',,LoL/Lucian
'Two in the head.',,LoL/Lucian
'Time to put you down.',,LoL/Lucian
'Here comes target practice.',,LoL/Lucian
'I don't do warning shots.',,LoL/Lucian
'How you see this goin'?',,LoL/Lucian
'Both guns blazin'.',,LoL/Lucian
'Have some peace.',,LoL/Lucian
'Ready for the beyond?',,LoL/Lucian
'Got a death wish?',,LoL/Lucian
'Aimin' at you.',,LoL/Lucian
'Nothin' left but the end.',,LoL/Lucian
'Gonna need more coffins.',,LoL/Lucian
'Hope you brought your sidearm.',,LoL/Lucian
'Cleanse in fury!',,LoL/Lucian
'It ends here!',,LoL/Lucian
'Ashes and dust!',,LoL/Lucian
"'Trust me, you're better off.'",,LoL/Lucian
"'Rise again, I dare you.'",,LoL/Lucian
'You best stay down!',,LoL/Lucian
'They never get tired of dyin'.',,LoL/Lucian
"'Sometimes, I see what the darkness is afraid of...'",,LoL/Lucian
'Yep. Reckon that's pure enough.',,LoL/Lucian
'I was aiming at them.',,LoL/Lucian
"'Reckon I could use a rest, and a break from all the screamin'.'",,LoL/Lucian
'A Sentinel's gotta know when to let his guns cool.',,LoL/Lucian
'Sometimes the smart thing to do is walk the hell away.',,LoL/Lucian
"'Time to make like a wraith, and disappear.'",,LoL/Lucian
"'Right about now, I could use some purifyin' of my own.'",,LoL/Lucian
'It ain't ever a sin to be careful.',,LoL/Lucian
'Can't run from trouble... sure can delay it for a spell though.',,LoL/Lucian
A saxophone plays.,,LoL/Lucian
Lucian poses while synthwave music plays.,,LoL/Lucian
'I'll... wait for her...',,LoL/Lucian
'Purity... and... peace...',,LoL/Lucian
*cries out* 'I failed...',,LoL/Lucian
*cries out* 'Senna...',,LoL/Lucian
Lucian cries out.,,LoL/Lucian
"'The shot that doesn't kill ya, sure makes you mad as hell.'",,LoL/Lucian
'The Mist won't take me yet.',,LoL/Lucian
'Looks like no peace for me today.',,LoL/Lucian
'Saw the beyond. Didn't like it much.',,LoL/Lucian
'I ain't got time to die.',,LoL/Lucian
"'Oh, someone's gonna pay for that.'",,LoL/Lucian
"'Hit the trail, friends. We got us a fight to win.'",,LoL/Lucian
'They call me 'The Man With the Grinning Shadow'. Nice to meet ya.',,LoL/Lucian
'My name's Lucian. My business is savin' your asses.',,LoL/Lucian
"'Well now, looks like we got ourselves a regular posse.'",,LoL/Lucian
"'Howdy, friends. Let's show these folks what the West is made of.'",,LoL/Lucian
"'Don't get too cozy, friend. We're only allies 'til we ain't.'",,LoL/Lucian
'There's a thin line between good and evil. You ready to cross it?',,LoL/Lucian
"'What in the blue hell are you doing here, Thresh? You angling for the rest of my soul?'",,LoL/Lucian
"'Strange happenings, devil. Strange indeed.'",,LoL/Lucian
"'Time to finish what we started, devil.'",,LoL/Lucian
'Devil's here. I can feel it.',,LoL/Lucian
"'Ain't no one gonna forgive me, but me.'",,LoL/Lucian
'When you're damned either way... give 'em hell.',,LoL/Lucian
'Stick close to the devil you know.',,LoL/Lucian
'Ain't no law out on the trail.',,LoL/Lucian
'I remember the devil's eyes... red as sundown.',,LoL/Lucian
'There's a chill on the wind.',,LoL/Lucian
"'Can't shoot your way to salvation, but I still try.'",,LoL/Lucian
"'They call me a demon,and that's what I am.'",,LoL/Lucian
'Something's rotten in the Old West.',,LoL/Lucian
'I can still hear the song of the badlands.',,LoL/Lucian
'Keep moving and don't get shot.',,LoL/Lucian
'Frontier's whatever you want it to be.',,LoL/Lucian
'The only thing that matters out here is your aim.',,LoL/Lucian
'There are worse things on the prairie than shadows.',,LoL/Lucian
'A reckoning's coming.',,LoL/Lucian
"'Different day, different dust-up.'",,LoL/Lucian
'And Hell followed with 'im.',,LoL/Lucian
'No rest for wicked hearts.',,LoL/Lucian
'Trouble with the damned is... they never stay down.',,LoL/Lucian
'Death don't mean what it used to.',,LoL/Lucian
'I ain't opposed to roughing up troublemakers.',,LoL/Lucian
'I was branded by darkness. Didn't take.',,LoL/Lucian
'The West is as cruel as any outlaw.',,LoL/Lucian
"'I ain't a good man, but I'm close enough.'",,LoL/Lucian
'The things I kill deserve what they get.',,LoL/Lucian
'My shadow's getting restless.',,LoL/Lucian
'Devil always gets his due.',,LoL/Lucian
"'Good is hard to come by, but I do what I can.'",,LoL/Lucian
'A man's evil grows long in his shadow.',,LoL/Lucian
"'These folks are small fry! Do 'em right, and finish this quick!'",,LoL/Lucian
'Fight was easier than I thought! And I thought it'd be easy.',,LoL/Lucian
'Don't take your time endin' this! Never liked long fights.',,LoL/Lucian
'This fight's a stalemate. Someone needs to make a move.',,LoL/Lucian
'Gotta break this even streak sooner or later. Follow me.',,LoL/Lucian
'Things have broken even. Time to put a finger on the scales.',,LoL/Lucian
"'I seen my share of stalemates, but this one takes it. Let's get those greenhorns.'",,LoL/Lucian
'Looks like we got ourselves a real standoff. I can feel my blood itchin'.',,LoL/Lucian
"'I've never been to Heaven, but I carry Hell with me.'",,LoL/Lucian
